title,datetime,link,media,sentiment
"The Real Reason Apple Inc. Is So Cheap Compared to Alphabet Inc, Facebook Inc, and Microsoft Corporation",2018-01-24 00:00:00,https://news.google.com/articles/CBMiSWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9yZWFsLXJlYXNvbi1hcHBsZS1pbmMtY2hlYXAtMjAwNjAwNDg0Lmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,Yahoo Finance, neutral
Microsoft and Google prepare for big leaps in quantum computing,2018-01-27 00:00:00,https://news.google.com/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50LzRiNDBiZTZjLTAxODEtMTFlOC05NjUwLTljMGFkMmQ3YzViNdIBAA?hl=en-US&gl=US&ceid=US%3Aen,Financial Times, positive
Microsoft Releases Update To Disable Intel's Troublesome Mitigation Against Spectre Vulnerability,2018-01-28 00:00:00,https://news.google.com/articles/CBMimQFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL21hcmNvY2hpYXBwZXR0YS8yMDE4LzAxLzI5L21pY3Jvc29mdC1yZWxlYXNlcy11cGRhdGUtdG8tZGlzYWJsZS1pbnRlbHMtdHJvdWJsZXNvbWUtbWl0aWdhdGlvbi1hZ2FpbnN0LXNwZWN0cmUtdnVsbmVyYWJpbGl0eS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Forbes, positive
"Xbox is in trouble, and Microsoft may buy a company to fix it",2018-01-29 00:00:00,https://news.google.com/articles/CBMiVmh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vbWljcm9zb2Z0LWVhLXZhbHZlLXB1YmcteGJveC1hY3F1aXNpdGlvbi1ydW1vcnMtMjAxOC0x0gFaaHR0cHM6Ly93d3cuYnVzaW5lc3NpbnNpZGVyLmNvbS9taWNyb3NvZnQtZWEtdmFsdmUtcHViZy14Ym94LWFjcXVpc2l0aW9uLXJ1bW9ycy0yMDE4LTE_YW1w?hl=en-US&gl=US&ceid=US%3Aen,Business Insider, negative
"Google's G Suite is no Microsoft killer, but still winning converts",2018-01-31 00:00:00,https://news.google.com/articles/CBMiLmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2FydGljbGUvaWRVU0tCTjFGTDQwVS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Reuters, neutral
Microsoft Says It's True: Cat Videos Distract Workers,2018-02-03 00:00:00,https://news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDE4LTAyLTA1L21pY3Jvc29mdC1zYXlzLWl0LXMtdHJ1ZS1jYXQtdmlkZW9zLWRpc3RyYWN0LXdvcmtlcnPSAQA?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg, neutral
The Companies With The Best CSR Reputations In 2017,2018-02-07 00:00:00,https://news.google.com/articles/CBMia2h0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMva2Fyc3RlbnN0cmF1c3MvMjAxOC8wMi8wOC90aGUtY29tcGFuaWVzLXdpdGgtdGhlLWJlc3QtY3NyLXJlcHV0YXRpb25zLWluLTIwMTcv0gEA?hl=en-US&gl=US&ceid=US%3Aen,Forbes, neutral
"Facial Recognition Is Accurate, if You're a White Guy (Published 2018)",2018-02-09 00:00:00,https://news.google.com/articles/CBMiYmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMTgvMDIvMDkvdGVjaG5vbG9neS9mYWNpYWwtcmVjb2duaXRpb24tcmFjZS1hcnRpZmljaWFsLWludGVsbGlnZW5jZS5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,The New York Times, neutral
What Microsoft's Antitrust Case Teaches Us About Silicon Valley,2018-02-10 00:00:00,https://news.google.com/articles/CBMiW2h0dHBzOi8vd3d3LndpcmVkLmNvbS9zdG9yeS93aGF0LW1pY3Jvc29mdHMtYW50aXRydXN0LWNhc2UtdGVhY2hlcy11cy1hYm91dC1zaWxpY29uLXZhbGxleS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,WIRED, neutral
The growing acceptance of autism in the workplace,2018-02-10 00:00:00,https://news.google.com/articles/CBMiT2h0dHBzOi8vd3d3LmNic25ld3MuY29tL25ld3MvdGhlLWdyb3dpbmctYWNjZXB0YW5jZS1vZi1hdXRpc20taW4tdGhlLXdvcmtwbGFjZS_SAVNodHRwczovL3d3dy5jYnNuZXdzLmNvbS9hbXAvbmV3cy90aGUtZ3Jvd2luZy1hY2NlcHRhbmNlLW9mLWF1dGlzbS1pbi10aGUtd29ya3BsYWNlLw?hl=en-US&gl=US&ceid=US%3Aen,CBS News, neutral
How Microsoft Revolutionized Its Sales Team--Plus 9 More Insights From CFO Amy Hood,2018-02-11 00:00:00,https://news.google.com/articles/CBMihgFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2JvYmV2YW5zMS8yMDE4LzAyLzEyL2hvdy1taWNyb3NvZnQtcmV2b2x1dGlvbml6ZWQtaXRzLXNhbGVzLXRlYW0tcGx1cy05LW90aGVyLWluc2lnaHRzLWZyb20tY2ZvLWFteS1ob29kL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Forbes, neutral
Bill and Melinda Gates: This is why we give our billions away,2018-02-12 00:00:00,https://news.google.com/articles/CBMiUmh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMTgvMDIvMTMvd2h5LWJpbGwtYW5kLW1lbGluZGEtZ2F0ZXMtZ2l2ZS1hd2F5LWJpbGxpb25zLmh0bWzSAVZodHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAxOC8wMi8xMy93aHktYmlsbC1hbmQtbWVsaW5kYS1nYXRlcy1naXZlLWF3YXktYmlsbGlvbnMuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,CNBC, neutral
Using Microsoft Apps on a Chromebook,2018-02-14 00:00:00,https://news.google.com/articles/CBMiW2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMTgvMDIvMTUvdGVjaG5vbG9neS9wZXJzb25hbHRlY2gvbWljcm9zb2Z0LW9mZmljZS1jaHJvbWVib29rLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,The New York Times, neutral
Microsoft Will Use Blockchain To Build New Digital Identity,2018-02-14 00:00:00,https://news.google.com/articles/CBMiWGh0dHBzOi8vd3d3LmludmVzdG9wZWRpYS5jb20vbmV3cy9taWNyb3NvZnQtYnVpbGQtbmV3LWRpZ2l0YWwtaWRlbnRpdHktdXNpbmctYmxvY2tjaGFpbi_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Investopedia, positive
HR Issues: Why Human Resources Is Not Your Friend,2018-02-15 00:00:00,https://news.google.com/articles/CBMiOmh0dHBzOi8vZm9ydHVuZS5jb20vMjAxOC8wMi8xNi9taWNyb3NvZnQtaHItcHJvYmxlbS1tZXRvby_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Fortune, negative
Big Tech Stages White House Lobbying Blitz: The Influence Game,2018-02-16 00:00:00,https://news.google.com/articles/CBMicGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDE4LTAyLTE2L2JpZy10ZWNoLXN0YWdlcy13aGl0ZS1ob3VzZS1sb2JieWluZy1ibGl0ei10aGUtaW5mbHVlbmNlLWdhbWXSAQA?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg, neutral
These Are the Top Seattle Stocks,2018-02-24 00:00:00,https://news.google.com/articles/CBMiT2h0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDE4LzAyLzI0L3RoZXNlLWFyZS10aGUtdG9wLXNlYXR0bGUtc3RvY2tzLmFzcHjSAQA?hl=en-US&gl=US&ceid=US%3Aen,The Motley Fool, neutral
Microsoft CEO: Office 365 growth opportunity 'a lot bigger than anything we've achieved',2018-02-25 00:00:00,https://news.google.com/articles/CBMiY2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMTgvMDIvMjYvc2F0eWEtbmFkZWxsYS10YWxrcy11cC1taWNyb3NvZnQtb2ZmaWNlLTM2NS1ncm93dGgtb3Bwb3J0dW5pdHkuaHRtbNIBZ2h0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDE4LzAyLzI2L3NhdHlhLW5hZGVsbGEtdGFsa3MtdXAtbWljcm9zb2Z0LW9mZmljZS0zNjUtZ3Jvd3RoLW9wcG9ydHVuaXR5Lmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,CNBC, positive
The US v. Microsoft Supreme Court Case Has Big Implications for Data,2018-02-26 00:00:00,https://news.google.com/articles/CBMiRGh0dHBzOi8vd3d3LndpcmVkLmNvbS9zdG9yeS91cy12cy1taWNyb3NvZnQtc3VwcmVtZS1jb3VydC1jYXNlLWRhdGEv0gEA?hl=en-US&gl=US&ceid=US%3Aen,WIRED, neutral
"Apple, Tencent and Microsoft: How Norway's massive oil fund made $130 billion in one year",2018-02-26 00:00:00,https://news.google.com/articles/CBMic2h0dHBzOi8vcXouY29tLzEyMTcwMjYvYXBwbGUtYW5kLW1pY3Jvc29mdC1oZWxwZWQtbm9yd2F5cy1tYXNzaXZlLW9pbC1mdW5kLXBvc3QtYS1yZWNvcmQtMTMxLWJpbGxpb24tcmV0dXJuLWluLTIwMTfSAQA?hl=en-US&gl=US&ceid=US%3Aen,Quartz, positive
New Word order: Ghanaian teacher uses blackboard to explain software,2018-02-28 00:00:00,https://news.google.com/articles/CBMiTmh0dHBzOi8vd3d3LmNubi5jb20vMjAxOC8wMy8wMS9hZnJpY2EvZ2hhbmEtdGVhY2hlci1ibGFja2JvYXJkLWludGwvaW5kZXguaHRtbNIBR2h0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMTgvMDMvMDEvYWZyaWNhL2doYW5hLXRlYWNoZXItYmxhY2tib2FyZC1pbnRs?hl=en-US&gl=US&ceid=US%3Aen,CNN, neutral
"India's best technology companies: Google, Microsoft, Amazon in top 10",2018-03-03 00:00:00,https://news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMTgvMDIvMjgvaW5kaWFzLWJlc3QtdGVjaG5vbG9neS1jb21wYW5pZXMtZ29vZ2xlLW1pY3Jvc29mdC1hbWF6b24taW4tdG9wLTEwLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,CNBC, neutral
Microsoft co-founder finds lost World War II aircraft carrier near Australia,2018-03-06 00:00:00,https://news.google.com/articles/CBMiXmh0dHBzOi8vYWJjbmV3cy5nby5jb20vVVMvbWljcm9zb2Z0LWZvdW5kZXItZmluZHMtbG9zdC13b3JsZC13YXItaWktYWlyY3JhZnQvc3Rvcnk_aWQ9NTM1NDY3ODDSAWJodHRwczovL2FiY25ld3MuZ28uY29tL2FtcC9VUy9taWNyb3NvZnQtZm91bmRlci1maW5kcy1sb3N0LXdvcmxkLXdhci1paS1haXJjcmFmdC9zdG9yeT9pZD01MzU0Njc4MA?hl=en-US&gl=US&ceid=US%3Aen,ABC News, neutral
Americans have a nature problem. Is 'biophilic design' the solution?,2018-03-07 00:00:00,https://news.google.com/articles/CBMicGh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL21hY2gvc2NpZW5jZS9uZXctYmlvcGhpbGljLWJ1aWxkaW5ncy11c2UtcXVpcmt5LWZlYXR1cmVzLWJyaW5nLW5hdHVyZS1pbmRvb3JzLW5jbmE4NTM5OTbSAStodHRwczovL3d3dy5uYmNuZXdzLmNvbS9tYWNoL2FtcC9uY25hODUzOTk2?hl=en-US&gl=US&ceid=US%3Aen,NBC News, neutral
Microsoft says Teams workplace chat app is gaining foothold in battle with Slack,2018-03-11 00:00:00,https://news.google.com/articles/CBMiiQFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9wb2xpY3kvZWNvbm9teS9taWNyb3NvZnQtc2F5cy10ZWFtcy13b3JrcGxhY2UtY2hhdC1hcHAtaXMtZ2FpbmluZy1mb290aG9sZC1pbi1iYXR0bGUtd2l0aC1zbGFjay8xMDk1OTk4L9IBjgFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9wb2xpY3kvZWNvbm9teS9taWNyb3NvZnQtc2F5cy10ZWFtcy13b3JrcGxhY2UtY2hhdC1hcHAtaXMtZ2FpbmluZy1mb290aG9sZC1pbi1iYXR0bGUtd2l0aC1zbGFjay8xMDk1OTk4L2xpdGUv?hl=en-US&gl=US&ceid=US%3Aen,The Financial Express, positive
This Day In Market History: The Microsoft IPO,2018-03-12 00:00:00,https://news.google.com/articles/CBMiTmh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9kYXktbWFya2V0LWhpc3RvcnktbWljcm9zb2Z0LWlwby0xNDU5MTg5NDcuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,Yahoo Finance, neutral
Lawsuit claims sexual harassment rife in Microsoft's 'boys' club atmosphere',2018-03-12 00:00:00,https://news.google.com/articles/CBMiamh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5LzIwMTgvbWFyLzEzL21pY3Jvc29mdC1zZXh1YWwtaGFyYXNzbWVudC1sYXdzdWl0LWxhY2tsdXN0cmUtcmVzcG9uc2XSAWpodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vdGVjaG5vbG9neS8yMDE4L21hci8xMy9taWNyb3NvZnQtc2V4dWFsLWhhcmFzc21lbnQtbGF3c3VpdC1sYWNrbHVzdHJlLXJlc3BvbnNl?hl=en-US&gl=US&ceid=US%3Aen,The Guardian, negative
Microsoft women filed 238 discrimination and harassment complaints,2018-03-12 00:00:00,https://news.google.com/articles/CBMiLmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2FydGljbGUvaWRVU0tDTjFHUDA3OS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Reuters, negative
"Facebook and YouTube should learn from Microsoft Tay, racist chatbot",2018-03-17 00:00:00,https://news.google.com/articles/CBMiaGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMTgvMDMvMTcvZmFjZWJvb2stYW5kLXlvdXR1YmUtc2hvdWxkLWxlYXJuLWZyb20tbWljcm9zb2Z0LXRheS1yYWNpc3QtY2hhdGJvdC5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,CNBC, negative
Windows 10: Microsoft is looking to force people to use its Edge browser,2018-03-18 00:00:00,https://news.google.com/articles/CBMifWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5LzIwMTgvbWFyLzE5L3dpbmRvd3MtMTAtbWljcm9zb2Z0LWZvcmNlLXBlb3BsZS1lZGdlLWJyb3dzZXItd2luZG93cy1tYWlsLWNocm9tZS1maXJlZm940gF9aHR0cHM6Ly9hbXAudGhlZ3VhcmRpYW4uY29tL3RlY2hub2xvZ3kvMjAxOC9tYXIvMTkvd2luZG93cy0xMC1taWNyb3NvZnQtZm9yY2UtcGVvcGxlLWVkZ2UtYnJvd3Nlci13aW5kb3dzLW1haWwtY2hyb21lLWZpcmVmb3g?hl=en-US&gl=US&ceid=US%3Aen,The Guardian, negative
"Interview: Google Cloud, GSuite chief Diane Greene",2018-03-18 00:00:00,https://news.google.com/articles/CBMiVWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMTgvMDMvMTkvaW50ZXJ2aWV3LWdvb2dsZS1jbG91ZC1nc3VpdGUtY2hpZWYtZGlhbmUtZ3JlZW5lLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,CNBC, neutral
"India's first AR headset gets ready to take on Microsoft, Apple & Magic Leap",2018-03-20 00:00:00,https://news.google.com/articles/CBMisAFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vc21hbGwtYml6L3N0YXJ0dXBzL2ZlYXR1cmVzL2RpbWVuc2lvbi1ueGctYWpuYWxlbnMtaW5kaWFzLWZpcnN0LWFyLWhlYWRzZXQtZ2V0cy1yZWFkeS10by10YWtlLW9uLW1pY3Jvc29mdC1hcHBsZS1tYWdpYy1sZWFwL2FydGljbGVzaG93LzYzMzkyMjU5LmNtc9IBtAFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vc21hbGwtYml6L3N0YXJ0dXBzL2ZlYXR1cmVzL2RpbWVuc2lvbi1ueGctYWpuYWxlbnMtaW5kaWFzLWZpcnN0LWFyLWhlYWRzZXQtZ2V0cy1yZWFkeS10by10YWtlLW9uLW1pY3Jvc29mdC1hcHBsZS1tYWdpYy1sZWFwL2FtcF9hcnRpY2xlc2hvdy82MzM5MjI1OS5jbXM?hl=en-US&gl=US&ceid=US%3Aen,The Economic Times, neutral
Microsoft Edges Closer to Quantum Computer Based on Elusive Particle,2018-03-27 00:00:00,https://news.google.com/articles/CBMid2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDE4LTAzLTI4L21pY3Jvc29mdC1lZGdlcy1jbG9zZXItdG8tcXVhbnR1bS1jb21wdXRlci1iYXNlZC1vbi1lbHVzaXZlLXBhcnRpY2xl0gEA?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg, neutral
Microsoft Reorganizes to Fuel Cloud and A.I. Businesses (Published 2018),2018-03-28 00:00:00,https://news.google.com/articles/CBMiaGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMTgvMDMvMjkvdGVjaG5vbG9neS9taWNyb3NvZnQtcmVvcmdhbml6ZXMtdG8tZnVlbC1jbG91ZC1hbmQtYWktYnVzaW5lc3Nlcy5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,The New York Times, neutral
What Microsoft billionaire Bill Gates was doing at 20 years old,2018-03-28 00:00:00,https://news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMTgvMDMvMjkvd2hhdC1taWNyb3NvZnQtYmlsbGlvbmFpcmUtYmlsbC1nYXRlcy13YXMtZG9pbmctYXQtMjAteWVhcnMtb2xkLmh0bWzSAWhodHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAxOC8wMy8yOS93aGF0LW1pY3Jvc29mdC1iaWxsaW9uYWlyZS1iaWxsLWdhdGVzLXdhcy1kb2luZy1hdC0yMC15ZWFycy1vbGQuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,CNBC, neutral
Microsoft CEO Satya Nadella Reorganizes to Focus on Cloud,2018-03-28 00:00:00,https://news.google.com/articles/CBMiP2h0dHBzOi8vZm9ydHVuZS5jb20vMjAxOC8wMy8yOS9taWNyb3NvZnQtcmVvcmctbmFkZWxsYS13aW5kb3dzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Fortune, neutral
Everything You Need To Know From Microsoft's VP Of AI And Research,2018-03-30 00:00:00,https://news.google.com/articles/CBMiX2h0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvdml2aWFucm9zZW50aGFsLzIwMTgvMDMvMzAvbGlsaS1jaGVuZy12cC1haS1yZXNlYXJjaC1hdC1taWNyb3NvZnQv0gEA?hl=en-US&gl=US&ceid=US%3Aen,Forbes, neutral
Microsoft CEO Satya Nadella's Clear And Consistent Vision Rallies Employees Around A Common Purpose,2018-03-30 00:00:00,https://news.google.com/articles/CBMimAFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2Nhcm1pbmVnYWxsby8yMDE4LzAzLzMxL21pY3Jvc29mdC1jZW8tc2F0eWEtbmFkZWxsYXMtY2xlYXItYW5kLWNvbnNpc3RlbnQtdmlzaW9uLXJhbGxpZXMtZW1wbG95ZWVzLWFyb3VuZC1hLWNvbW1vbi1wdXJwb3NlL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Forbes, positive
"After One Year, Microsoft Teams Pulls Into Pole Position For Large Enterprises",2018-04-01 00:00:00,https://news.google.com/articles/CBMihgFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL3BhdHJpY2ttb29yaGVhZC8yMDE4LzA0LzAyL2FmdGVyLW9uZS15ZWFyLW1pY3Jvc29mdC10ZWFtcy1wdWxscy1pbnRvLXBvbGUtcG9zaXRpb24tZm9yLWxhcmdlLWVudGVycHJpc2VzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Forbes, positive
Microsoft CEO Satya Nadella on innovation and organizational change,2018-04-02 00:00:00,https://news.google.com/articles/CBMibGh0dHBzOi8vd3d3Lm1ja2luc2V5LmNvbS9pbmR1c3RyaWVzL3RlY2hub2xvZ3ktbWVkaWEtYW5kLXRlbGVjb21tdW5pY2F0aW9ucy9vdXItaW5zaWdodHMvbWljcm9zb2Z0cy1uZXh0LWFjdNIBAA?hl=en-US&gl=US&ceid=US%3Aen,McKinsey, neutral
Was Microsoft's Acquisition Of LinkedIn A Success?,2018-04-08 00:00:00,https://news.google.com/articles/CBMiX2h0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvcXVvcmEvMjAxOC8wNC8wOS93YXMtbWljcm9zb2Z0cy1hY3F1aXNpdGlvbi1vZi1saW5rZWRpbi1hLXN1Y2Nlc3Mv0gEA?hl=en-US&gl=US&ceid=US%3Aen,Forbes, neutral
"Apple, Google, Facebook, Amazon, Microsoft: Which Tech Giant Will Fall First?",2018-04-11 00:00:00,https://news.google.com/articles/CBMidmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvcXVvcmEvMjAxOC8wNC8xMi9hcHBsZS1nb29nbGUtZmFjZWJvb2stYW1hem9uLW1pY3Jvc29mdC13aGljaC10ZWNoLWdpYW50LXdpbGwtZmFsbC1maXJzdC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Forbes, neutral
Microsoft auditing partner KPMG's anti-piracy work in India after complaint: documents,2018-04-12 00:00:00,https://news.google.com/articles/CBMiLmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2FydGljbGUvaWRVU0tCTjFISzJDUS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Reuters, negative
When Mr. Gates Went to Washington,2018-04-13 00:00:00,https://news.google.com/articles/CBMiT2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMTgvMDQvMTQvYnVzaW5lc3MvYmlsbC1nYXRlcy13YXNoaW5ndG9uLWZhY2Vib29rLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,The New York Times, neutral
Hit Refresh: How A Growth Mindset Culture Tripled Microsoft's Value,2018-04-17 00:00:00,https://news.google.com/articles/CBMid2h0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvdG9tdmFuZGVyYXJrLzIwMTgvMDQvMTgvaGl0LXJlZnJlc2gtaG93LWEtZ3Jvd3RoLW1pbmRzZXQtY3VsdHVyZS10cmlwbGVkLW1pY3Jvc29mdHMtdmFsdWUv0gEA?hl=en-US&gl=US&ceid=US%3Aen,Forbes, positive
WWII wreck USS Helena discovered by Microsoft co-founder Paul Allen's crew,2018-04-17 00:00:00,https://news.google.com/articles/CBMiaWh0dHBzOi8vd3d3LmZveG5ld3MuY29tL3NjaWVuY2Uvd3dpaS13cmVjay11c3MtaGVsZW5hLWRpc2NvdmVyZWQtYnktbWljcm9zb2Z0LWNvLWZvdW5kZXItcGF1bC1hbGxlbnMtY3Jld9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Fox News, neutral
Six-page memo explains Jeff Bezos's plan to end era of Microsoft giant,2018-04-19 00:00:00,https://news.google.com/articles/CBMiaWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMTgvMDQvMTkvYmV6b3MtYWRkcy1taWNyb3NvZnQtcG93ZXJwb2ludC10by12aWN0aW1zLW9mLWFtYXpvbi1tYXNzLWV4dGluY3Rpb24uaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,CNBC, neutral
Microsoft Is Sunsetting OneNote 2016: Here's What You Need To Know,2018-04-21 00:00:00,https://news.google.com/articles/CBMidmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMva2V2aW5tdXJuYW5lLzIwMTgvMDQvMjIvbWljcm9zb2Z0LWlzLXN1bnNldHRpbmctb25lbm90ZS0yMDE2LWhlcmVzLXdoYXQteW91LW5lZWQtdG8ta25vdy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Forbes, neutral
"Early in his career, Bill Gates memorized the license plates of every employee to keep tabs on them",2018-04-24 00:00:00,https://news.google.com/articles/CBMiamh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMTgvMDQvMjUvYmlsbC1nYXRlcy1tZW1vcml6ZWQtbWljcm9zb2Z0LWVtcGxveWVlcy1saWNlbnNlLXBsYXRlcy10by10cmFjay10aGVtLmh0bWzSAW5odHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAxOC8wNC8yNS9iaWxsLWdhdGVzLW1lbW9yaXplZC1taWNyb3NvZnQtZW1wbG95ZWVzLWxpY2Vuc2UtcGxhdGVzLXRvLXRyYWNrLXRoZW0uaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,CNBC, neutral
What Happened to the Gun Emoji? Only 1 Company Still Uses It,2018-04-24 00:00:00,https://news.google.com/articles/CBMiMWh0dHBzOi8vZm9ydHVuZS5jb20vMjAxOC8wNC8yNS9uby1tb3JlLWd1bi1lbW9qaS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Fortune, neutral
Microsoft’s Cloud Has Business Booming Again,2018-04-25 00:00:00,https://news.google.com/articles/CBMiU2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMTgvMDQvMjYvdGVjaG5vbG9neS9taWNyb3NvZnQtY2xvdWQtcXVhcnRlcmx5LXJlcG9ydC5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,The New York Times, positive
How did this advocate of e-waste reuse end up behind bars?,2018-04-28 00:00:00,https://news.google.com/articles/CBMipgFodHRwczovL3d3dy53YXNoaW5ndG9ucG9zdC5jb20vbmV3cy90cnVlLWNyaW1lL3dwLzIwMTgvMDQvMjQvcmVjeWNsaW5nLWlubm92YXRvci1lcmljLWx1bmRncmVuLWxvc2VzLWFwcGVhbC1vbi1jb21wdXRlci1yZXN0b3JlLWRpc2NzLW11c3Qtc2VydmUtMTUtbW9udGgtcHJpc29uLXRlcm0v0gEA?hl=en-US&gl=US&ceid=US%3Aen,The Washington Post, neutral
The No. 1 thing Bill Gates wishes he'd done in college,2018-04-28 00:00:00,https://news.google.com/articles/CBMiWWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMTgvMDQvMjcvdGhlLW5vLTEtdGhpbmctYmlsbC1nYXRlcy13aXNoZXMtaGVkLWRvbmUtYXQtaGFydmFyZC5odG1s0gFdaHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMTgvMDQvMjcvdGhlLW5vLTEtdGhpbmctYmlsbC1nYXRlcy13aXNoZXMtaGVkLWRvbmUtYXQtaGFydmFyZC5odG1s?hl=en-US&gl=US&ceid=US%3Aen,CNBC, neutral
Bill Gates quotes: 11 lessons on success and money,2018-04-28 00:00:00,https://news.google.com/articles/CBMibWh0dHBzOi8vd3d3LmZpbmFuY2lhbGV4cHJlc3MuY29tL2J1c2luZXNzL2luZHVzdHJ5LWJpbGwtZ2F0ZXMtcXVvdGVzLTExLWxlc3NvbnMtb24tc3VjY2Vzcy1hbmQtbW9uZXktMTE0ODYwMy_SAXJodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9idXNpbmVzcy9pbmR1c3RyeS1iaWxsLWdhdGVzLXF1b3Rlcy0xMS1sZXNzb25zLW9uLXN1Y2Nlc3MtYW5kLW1vbmV5LTExNDg2MDMvbGl0ZS8?hl=en-US&gl=US&ceid=US%3Aen,The Financial Express, neutral
